epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,124.587,1.02464,0.65361,1.03373,0.97171,0.9825,0.97967,0.71212,0.9809,0.50603,0.9862,0.00311302,0.00103767,0.00311302,0.00103767,0.00311302,0.00103767,0.00311302,0.00103767
12,135.327,1.02917,0.66407,1.02366,0.97626,0.97776,0.98313,0.7126,0.98243,0.51188,0.9858,0.00309102,0.00103034,0.00309102,0.00103034,0.00309102,0.00103034,0.00309102,0.00103034
13,146.985,1.01281,0.66195,1.01415,0.97447,0.98013,0.97826,0.70282,0.99549,0.51935,0.99113,0.00306903,0.00102301,0.00306903,0.00102301,0.00306903,0.00102301,0.00306903,0.00102301
14,158.628,1.03598,0.64921,1.03636,0.97284,0.9794,0.97893,0.71244,0.98257,0.49799,0.98683,0.00304703,0.00101568,0.00304703,0.00101568,0.00304703,0.00101568,0.00304703,0.00101568
15,169.762,1.01966,0.64669,1.02741,0.97564,0.97482,0.98021,0.71174,0.97608,0.51261,0.98985,0.00302503,0.00100834,0.00302503,0.00100834,0.00302503,0.00100834,0.00302503,0.00100834
16,180.337,1.01547,0.64795,1.0269,0.97057,0.9789,0.98218,0.70456,0.98993,0.52118,0.99239,0.00300303,0.00100101,0.00300303,0.00100101,0.00300303,0.00100101,0.00300303,0.00100101
17,190.967,1.03527,0.65184,1.02489,0.97126,0.97339,0.98077,0.69289,1.01928,0.53146,0.99899,0.00298104,0.000993678,0.00298104,0.000993678,0.00298104,0.000993678,0.00298104,0.000993678
18,201.681,1.02247,0.64831,1.03218,0.9787,0.97921,0.98294,0.70274,0.99346,0.51204,0.99302,0.00295904,0.000986346,0.00295904,0.000986346,0.00295904,0.000986346,0.00295904,0.000986346
19,212.294,1.01066,0.64091,1.01969,0.97742,0.97645,0.98265,0.69784,1.01106,0.50896,1.0018,0.00293704,0.000979013,0.00293704,0.000979013,0.00293704,0.000979013,0.00293704,0.000979013
20,223.46,1.0238,0.63514,1.03215,0.97636,0.9775,0.98065,0.70827,0.97754,0.49525,0.98907,0.00291504,0.000971681,0.00291504,0.000971681,0.00291504,0.000971681,0.00291504,0.000971681
21,235.126,1.03243,0.64642,1.04207,0.97404,0.97772,0.98149,0.70997,0.98201,0.50213,0.99797,0.00289304,0.000964348,0.00289304,0.000964348,0.00289304,0.000964348,0.00289304,0.000964348
22,246.503,1.02839,0.63339,1.02776,0.9674,0.97816,0.97815,0.70766,0.97469,0.51141,0.98557,0.00287105,0.000957015,0.00287105,0.000957015,0.00287105,0.000957015,0.00287105,0.000957015
23,257.588,1.00351,0.6266,1.02695,0.97738,0.9784,0.98005,0.70563,0.98173,0.50518,0.99014,0.00284905,0.000949683,0.00284905,0.000949683,0.00284905,0.000949683,0.00284905,0.000949683
24,269.07,1.005,0.62367,1.02194,0.97801,0.97937,0.98161,0.70849,0.97074,0.50004,0.98864,0.00282705,0.00094235,0.00282705,0.00094235,0.00282705,0.00094235,0.00282705,0.00094235
25,280.759,1.0078,0.62211,1.02559,0.97672,0.97844,0.98151,0.70837,0.97364,0.49602,0.98627,0.00280505,0.000935018,0.00280505,0.000935018,0.00280505,0.000935018,0.00280505,0.000935018
26,292.655,1.00393,0.61425,1.0188,0.97327,0.98276,0.98563,0.70477,0.98663,0.49632,0.99224,0.00278306,0.000927685,0.00278306,0.000927685,0.00278306,0.000927685,0.00278306,0.000927685
27,304.257,1.00929,0.61468,1.01666,0.97316,0.97767,0.98352,0.69992,0.98958,0.50401,1.00119,0.00276106,0.000920352,0.00276106,0.000920352,0.00276106,0.000920352,0.00276106,0.000920352
28,315.907,1.01671,0.61531,1.02265,0.96952,0.98203,0.98195,0.70894,0.984,0.50973,0.99198,0.00273906,0.00091302,0.00273906,0.00091302,0.00273906,0.00091302,0.00273906,0.00091302
29,327.579,1.01128,0.61435,1.03365,0.97013,0.98007,0.98077,0.71834,0.97485,0.49629,0.98608,0.00271706,0.000905687,0.00271706,0.000905687,0.00271706,0.000905687,0.00271706,0.000905687
30,338.894,1.01361,0.61568,1.02569,0.96755,0.97655,0.98397,0.72092,0.9767,0.49889,0.98428,0.00269506,0.000898355,0.00269506,0.000898355,0.00269506,0.000898355,0.00269506,0.000898355
31,350.365,0.99781,0.60961,1.01953,0.96985,0.97125,0.98327,0.71612,0.97848,0.50202,0.9874,0.00267307,0.000891022,0.00267307,0.000891022,0.00267307,0.000891022,0.00267307,0.000891022
32,361.562,0.99316,0.6003,1.02263,0.97455,0.96833,0.98104,0.71126,0.97881,0.50294,0.99205,0.00265107,0.000883689,0.00265107,0.000883689,0.00265107,0.000883689,0.00265107,0.000883689
33,372.586,1.01163,0.61464,1.02059,0.97102,0.97537,0.98259,0.71548,0.9919,0.4966,0.99354,0.00262907,0.000876357,0.00262907,0.000876357,0.00262907,0.000876357,0.00262907,0.000876357
34,383.479,0.98823,0.59806,1.01568,0.97521,0.97723,0.98024,0.72091,0.979,0.49523,0.98317,0.00260707,0.000869024,0.00260707,0.000869024,0.00260707,0.000869024,0.00260707,0.000869024
35,394.068,0.99121,0.60003,1.01944,0.97472,0.97603,0.98177,0.71978,0.96979,0.48994,0.98664,0.00258507,0.000861692,0.00258507,0.000861692,0.00258507,0.000861692,0.00258507,0.000861692
36,404.905,0.98446,0.59695,1.01922,0.97526,0.97457,0.98159,0.72256,0.96557,0.48964,0.98314,0.00256308,0.000854359,0.00256308,0.000854359,0.00256308,0.000854359,0.00256308,0.000854359
37,416.257,0.98377,0.58696,1.00362,0.97579,0.97634,0.97998,0.71333,0.97614,0.49542,0.98668,0.00254108,0.000847026,0.00254108,0.000847026,0.00254108,0.000847026,0.00254108,0.000847026
38,427.263,0.99904,0.59663,1.01915,0.97694,0.97931,0.97969,0.71951,0.96699,0.49742,0.98781,0.00251908,0.000839694,0.00251908,0.000839694,0.00251908,0.000839694,0.00251908,0.000839694
39,438.587,0.99891,0.59964,1.01867,0.97336,0.97766,0.98288,0.72045,0.97625,0.48696,0.99213,0.00249708,0.000832361,0.00249708,0.000832361,0.00249708,0.000832361,0.00249708,0.000832361
40,449.29,0.98491,0.58768,1.00833,0.97569,0.98029,0.98581,0.7321,0.97138,0.48199,0.98701,0.00247509,0.000825029,0.00247509,0.000825029,0.00247509,0.000825029,0.00247509,0.000825029
41,460.458,0.99788,0.59561,1.02333,0.97262,0.97928,0.98348,0.72822,0.97184,0.48848,0.98261,0.00245309,0.000817696,0.00245309,0.000817696,0.00245309,0.000817696,0.00245309,0.000817696
42,471.971,0.9852,0.5904,1.01341,0.97052,0.98029,0.98121,0.72032,0.97129,0.48652,0.98427,0.00243109,0.000810363,0.00243109,0.000810363,0.00243109,0.000810363,0.00243109,0.000810363
43,483.234,0.98375,0.59089,1.01234,0.96717,0.97781,0.97982,0.71507,0.97142,0.4906,0.98683,0.00240909,0.000803031,0.00240909,0.000803031,0.00240909,0.000803031,0.00240909,0.000803031
44,495.022,0.97199,0.5792,1.00169,0.96642,0.97669,0.97793,0.71723,0.97576,0.49694,0.98373,0.00238709,0.000795698,0.00238709,0.000795698,0.00238709,0.000795698,0.00238709,0.000795698
45,506.655,0.99069,0.58191,1.01325,0.97069,0.97844,0.97992,0.71958,0.96176,0.48652,0.98108,0.0023651,0.000788366,0.0023651,0.000788366,0.0023651,0.000788366,0.0023651,0.000788366
46,517.307,0.97419,0.58077,1.01477,0.97572,0.97477,0.98032,0.72721,0.95076,0.47992,0.98024,0.0023431,0.000781033,0.0023431,0.000781033,0.0023431,0.000781033,0.0023431,0.000781033
47,527.8,0.97683,0.58928,1.01895,0.97253,0.97115,0.9806,0.72662,0.95312,0.4803,0.97922,0.0023211,0.0007737,0.0023211,0.0007737,0.0023211,0.0007737,0.0023211,0.0007737
48,538.323,0.96508,0.57321,1.01283,0.95804,0.98246,0.97874,0.71925,0.95916,0.48843,0.98649,0.0022991,0.000766368,0.0022991,0.000766368,0.0022991,0.000766368,0.0022991,0.000766368
49,549.768,0.96456,0.57919,1.01304,0.97433,0.97463,0.98012,0.71375,0.96046,0.47941,0.98485,0.00227711,0.000759035,0.00227711,0.000759035,0.00227711,0.000759035,0.00227711,0.000759035
50,561.271,0.98019,0.57537,1.00768,0.97374,0.97833,0.98026,0.71581,0.96673,0.47863,0.98106,0.00225511,0.000751703,0.00225511,0.000751703,0.00225511,0.000751703,0.00225511,0.000751703
51,572.564,0.98056,0.57652,1.02011,0.96823,0.97761,0.97892,0.72039,0.94785,0.47871,0.98136,0.00223311,0.00074437,0.00223311,0.00074437,0.00223311,0.00074437,0.00223311,0.00074437
52,583.698,0.97424,0.57573,1.01301,0.97465,0.98139,0.97945,0.72112,0.95796,0.47773,0.9825,0.00221111,0.000737037,0.00221111,0.000737037,0.00221111,0.000737037,0.00221111,0.000737037
53,594.255,0.95712,0.57386,1.01297,0.97136,0.98005,0.98075,0.73006,0.95197,0.47091,0.9841,0.00218911,0.000729705,0.00218911,0.000729705,0.00218911,0.000729705,0.00218911,0.000729705
54,605.255,0.99226,0.58356,1.01662,0.97264,0.98013,0.98158,0.73329,0.94965,0.47908,0.98059,0.00216712,0.000722372,0.00216712,0.000722372,0.00216712,0.000722372,0.00216712,0.000722372
55,615.995,0.96306,0.57051,1.00416,0.97298,0.97952,0.98126,0.72567,0.94421,0.48154,0.97949,0.00214512,0.00071504,0.00214512,0.00071504,0.00214512,0.00071504,0.00214512,0.00071504
56,626.823,0.97107,0.57355,1.0085,0.96818,0.97734,0.98068,0.72687,0.94493,0.47331,0.97754,0.00212312,0.000707707,0.00212312,0.000707707,0.00212312,0.000707707,0.00212312,0.000707707
57,637.689,0.97366,0.56683,1.00568,0.96978,0.97656,0.98248,0.72772,0.96044,0.47994,0.98485,0.00210112,0.000700374,0.00210112,0.000700374,0.00210112,0.000700374,0.00210112,0.000700374
58,648.69,0.96755,0.56001,1.00966,0.97557,0.97925,0.9828,0.73266,0.93978,0.47922,0.97873,0.00207913,0.000693042,0.00207913,0.000693042,0.00207913,0.000693042,0.00207913,0.000693042
59,659.702,0.96096,0.56582,1.0051,0.97725,0.97902,0.98277,0.72806,0.9568,0.47625,0.9851,0.00205713,0.000685709,0.00205713,0.000685709,0.00205713,0.000685709,0.00205713,0.000685709
60,670.451,0.96567,0.56098,1.01402,0.97595,0.98034,0.98013,0.72961,0.94975,0.4694,0.97954,0.00203513,0.000678377,0.00203513,0.000678377,0.00203513,0.000678377,0.00203513,0.000678377
61,681.224,0.97833,0.55894,1.01172,0.97405,0.97952,0.98112,0.73421,0.94425,0.46855,0.97866,0.00201313,0.000671044,0.00201313,0.000671044,0.00201313,0.000671044,0.00201313,0.000671044
62,691.958,0.9527,0.55361,1.00739,0.97673,0.97985,0.98105,0.73182,0.95552,0.47711,0.98318,0.00199113,0.000663711,0.00199113,0.000663711,0.00199113,0.000663711,0.00199113,0.000663711
63,702.613,0.95491,0.5593,1.00271,0.97065,0.97863,0.98042,0.72951,0.95321,0.47262,0.98591,0.00196914,0.000656379,0.00196914,0.000656379,0.00196914,0.000656379,0.00196914,0.000656379
64,713.42,0.97076,0.56242,1.01182,0.96584,0.97976,0.97919,0.72367,0.95028,0.47947,0.98458,0.00194714,0.000649046,0.00194714,0.000649046,0.00194714,0.000649046,0.00194714,0.000649046
65,724.235,0.95091,0.55229,1.00303,0.96621,0.97601,0.97784,0.72923,0.93521,0.47336,0.97502,0.00192514,0.000641714,0.00192514,0.000641714,0.00192514,0.000641714,0.00192514,0.000641714
66,735.14,0.94943,0.55176,1.00127,0.96957,0.97587,0.98158,0.73055,0.94733,0.47283,0.97718,0.00190314,0.000634381,0.00190314,0.000634381,0.00190314,0.000634381,0.00190314,0.000634381
67,745.764,0.95727,0.57028,1.01442,0.96494,0.9783,0.97774,0.71759,0.95454,0.48099,0.9775,0.00188115,0.000627048,0.00188115,0.000627048,0.00188115,0.000627048,0.00188115,0.000627048
68,756.465,0.95607,0.5522,1.00415,0.97426,0.97828,0.97822,0.72438,0.94406,0.47661,0.97458,0.00185915,0.000619716,0.00185915,0.000619716,0.00185915,0.000619716,0.00185915,0.000619716
69,767.729,0.94017,0.54942,1.00256,0.97201,0.97122,0.97943,0.72811,0.93618,0.47095,0.97581,0.00183715,0.000612383,0.00183715,0.000612383,0.00183715,0.000612383,0.00183715,0.000612383
70,778.709,0.94539,0.54281,1.00583,0.95602,0.98383,0.98062,0.72651,0.94713,0.47523,0.9829,0.00181515,0.000605051,0.00181515,0.000605051,0.00181515,0.000605051,0.00181515,0.000605051
71,789.923,0.95686,0.55596,1.01467,0.96829,0.97032,0.9808,0.72506,0.95479,0.47301,0.98135,0.00179315,0.000597718,0.00179315,0.000597718,0.00179315,0.000597718,0.00179315,0.000597718
72,800.871,0.9525,0.54601,1.00779,0.97452,0.97315,0.97917,0.72797,0.94409,0.46999,0.98129,0.00177116,0.000590385,0.00177116,0.000590385,0.00177116,0.000590385,0.00177116,0.000590385
73,811.82,0.9398,0.54114,1.00103,0.97093,0.9766,0.97792,0.72524,0.93387,0.46507,0.97739,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053
74,822.744,0.96599,0.54209,1.00685,0.96828,0.97355,0.97485,0.72527,0.9361,0.46477,0.97238,0.00172716,0.00057572,0.00172716,0.00057572,0.00172716,0.00057572,0.00172716,0.00057572
75,833.576,0.94651,0.54721,1.00049,0.97055,0.97589,0.97616,0.72925,0.94624,0.46611,0.97335,0.00170516,0.000568388,0.00170516,0.000568388,0.00170516,0.000568388,0.00170516,0.000568388
76,844.313,0.97187,0.55181,1.00828,0.96887,0.97627,0.97738,0.73131,0.934,0.46515,0.97225,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055
77,855.006,0.94544,0.54753,1.004,0.97072,0.97781,0.97629,0.73356,0.92779,0.4666,0.97295,0.00166117,0.000553722,0.00166117,0.000553722,0.00166117,0.000553722,0.00166117,0.000553722
78,865.763,0.93674,0.53454,0.99901,0.97406,0.97581,0.97489,0.73493,0.91713,0.46381,0.97018,0.00163917,0.00054639,0.00163917,0.00054639,0.00163917,0.00054639,0.00163917,0.00054639
79,876.674,0.93978,0.5339,0.99838,0.97641,0.97526,0.97789,0.73222,0.93005,0.46757,0.97152,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057
80,888.234,0.94542,0.54359,1.00198,0.9729,0.97544,0.9761,0.72578,0.93306,0.46528,0.97651,0.00159517,0.000531725,0.00159517,0.000531725,0.00159517,0.000531725,0.00159517,0.000531725
81,898.898,0.92604,0.53296,0.99202,0.96759,0.97719,0.97767,0.72761,0.93238,0.466,0.97641,0.00157318,0.000524392,0.00157318,0.000524392,0.00157318,0.000524392,0.00157318,0.000524392
82,909.524,0.94278,0.53328,1.00703,0.97487,0.97402,0.97848,0.72999,0.93869,0.46433,0.97481,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059,0.00155118,0.000517059
83,920.129,0.93127,0.54029,0.99214,0.97198,0.98186,0.97964,0.73278,0.93368,0.46545,0.97197,0.00152918,0.000509727,0.00152918,0.000509727,0.00152918,0.000509727,0.00152918,0.000509727
84,930.775,0.93568,0.54062,1.00042,0.97486,0.97744,0.97715,0.72464,0.94035,0.46851,0.97839,0.00150718,0.000502394,0.00150718,0.000502394,0.00150718,0.000502394,0.00150718,0.000502394
85,941.44,0.92308,0.52602,0.98774,0.96928,0.97819,0.97536,0.73221,0.93345,0.46563,0.97369,0.00148518,0.000495062,0.00148518,0.000495062,0.00148518,0.000495062,0.00148518,0.000495062
86,952.039,0.92434,0.53339,0.99559,0.97744,0.97759,0.97746,0.73508,0.92133,0.46115,0.97013,0.00146319,0.000487729,0.00146319,0.000487729,0.00146319,0.000487729,0.00146319,0.000487729
87,962.705,0.9397,0.53966,0.99677,0.97967,0.97792,0.97805,0.73037,0.92757,0.45879,0.97166,0.00144119,0.000480396,0.00144119,0.000480396,0.00144119,0.000480396,0.00144119,0.000480396
88,973.307,0.93569,0.52938,1.00175,0.98206,0.98038,0.98046,0.73716,0.92708,0.45869,0.97266,0.00141919,0.000473064,0.00141919,0.000473064,0.00141919,0.000473064,0.00141919,0.000473064
89,983.957,0.93592,0.53159,1.00893,0.97271,0.97913,0.98067,0.73168,0.93848,0.45743,0.97456,0.00139719,0.000465731,0.00139719,0.000465731,0.00139719,0.000465731,0.00139719,0.000465731
90,994.612,0.91647,0.5231,0.98957,0.96722,0.98218,0.97841,0.73307,0.93165,0.45388,0.97194,0.0013752,0.000458399,0.0013752,0.000458399,0.0013752,0.000458399,0.0013752,0.000458399
91,1005.23,0.91355,0.52826,0.98382,0.97155,0.97738,0.97799,0.73412,0.92269,0.45006,0.96762,0.0013532,0.000451066,0.0013532,0.000451066,0.0013532,0.000451066,0.0013532,0.000451066
92,1015.96,0.91778,0.52716,0.98976,0.97449,0.97631,0.97847,0.73014,0.93034,0.45589,0.97427,0.0013312,0.000443733,0.0013312,0.000443733,0.0013312,0.000443733,0.0013312,0.000443733
93,1026.67,0.93749,0.5255,0.99274,0.97562,0.97631,0.9778,0.73728,0.92016,0.45659,0.96561,0.0013092,0.000436401,0.0013092,0.000436401,0.0013092,0.000436401,0.0013092,0.000436401
94,1037.3,0.9281,0.53116,0.997,0.97095,0.98116,0.97683,0.7343,0.91804,0.45426,0.96725,0.0012872,0.000429068,0.0012872,0.000429068,0.0012872,0.000429068,0.0012872,0.000429068
95,1047.98,0.92673,0.52248,0.99212,0.97857,0.98176,0.97912,0.74084,0.92176,0.44416,0.97259,0.00126521,0.000421736,0.00126521,0.000421736,0.00126521,0.000421736,0.00126521,0.000421736
96,1058.65,0.91902,0.53044,0.99732,0.97744,0.97856,0.97996,0.73876,0.92483,0.44396,0.97312,0.00124321,0.000414403,0.00124321,0.000414403,0.00124321,0.000414403,0.00124321,0.000414403
97,1069.3,0.92594,0.52175,0.99221,0.97136,0.97796,0.98035,0.73944,0.92053,0.45428,0.97196,0.00122121,0.00040707,0.00122121,0.00040707,0.00122121,0.00040707,0.00122121,0.00040707
98,1079.99,0.91383,0.52571,0.99534,0.96863,0.97848,0.98022,0.73909,0.9202,0.45224,0.97062,0.00119921,0.000399738,0.00119921,0.000399738,0.00119921,0.000399738,0.00119921,0.000399738
99,1090.59,0.91276,0.5243,0.99112,0.96561,0.97699,0.97718,0.73707,0.92133,0.45541,0.97117,0.00117722,0.000392405,0.00117722,0.000392405,0.00117722,0.000392405,0.00117722,0.000392405
100,1101.24,0.92503,0.52126,0.99488,0.97383,0.97531,0.97681,0.74351,0.91024,0.45564,0.96733,0.00115522,0.000385073,0.00115522,0.000385073,0.00115522,0.000385073,0.00115522,0.000385073
101,1111.93,0.89185,0.51873,0.98116,0.9774,0.97215,0.97759,0.74037,0.90866,0.44874,0.96903,0.00113322,0.00037774,0.00113322,0.00037774,0.00113322,0.00037774,0.00113322,0.00037774
102,1122.53,0.91141,0.52034,0.98128,0.98047,0.97739,0.97756,0.74333,0.90809,0.45616,0.96648,0.00111122,0.000370407,0.00111122,0.000370407,0.00111122,0.000370407,0.00111122,0.000370407
103,1133.23,0.91368,0.51364,0.9862,0.97404,0.97973,0.97672,0.74527,0.90604,0.45186,0.96444,0.00108922,0.000363075,0.00108922,0.000363075,0.00108922,0.000363075,0.00108922,0.000363075
104,1144.26,0.91628,0.51853,0.98692,0.97969,0.97883,0.97651,0.74389,0.91805,0.4611,0.96566,0.00106723,0.000355742,0.00106723,0.000355742,0.00106723,0.000355742,0.00106723,0.000355742
105,1155.11,0.90135,0.51874,0.98579,0.97636,0.97504,0.97242,0.73364,0.91365,0.45248,0.96872,0.00104523,0.00034841,0.00104523,0.00034841,0.00104523,0.00034841,0.00104523,0.00034841
106,1166.3,0.89653,0.51566,0.98979,0.97761,0.98029,0.97514,0.73801,0.91978,0.45506,0.97034,0.00102323,0.000341077,0.00102323,0.000341077,0.00102323,0.000341077,0.00102323,0.000341077
107,1177.04,0.91869,0.52094,0.98544,0.9767,0.97526,0.97796,0.74563,0.91468,0.4537,0.97149,0.00100123,0.000333744,0.00100123,0.000333744,0.00100123,0.000333744,0.00100123,0.000333744
108,1187.73,0.89543,0.51731,0.98706,0.96939,0.98169,0.97711,0.73673,0.9195,0.45224,0.96958,0.000979235,0.000326412,0.000979235,0.000326412,0.000979235,0.000326412,0.000979235,0.000326412
109,1198.51,0.90926,0.5204,0.99243,0.97356,0.97826,0.97845,0.74047,0.91573,0.45049,0.96776,0.000957238,0.000319079,0.000957238,0.000319079,0.000957238,0.000319079,0.000957238,0.000319079
110,1209.2,0.89742,0.50938,0.98779,0.97098,0.97698,0.97914,0.74471,0.90967,0.44533,0.96864,0.00093524,0.000311747,0.00093524,0.000311747,0.00093524,0.000311747,0.00093524,0.000311747
111,1220.04,0.89809,0.50981,0.98259,0.97514,0.9764,0.98075,0.7453,0.91565,0.44939,0.96862,0.000913242,0.000304414,0.000913242,0.000304414,0.000913242,0.000304414,0.000913242,0.000304414
112,1230.82,0.90598,0.51463,0.99315,0.97485,0.97776,0.98002,0.74023,0.91437,0.45251,0.96757,0.000891244,0.000297081,0.000891244,0.000297081,0.000891244,0.000297081,0.000891244,0.000297081
113,1241.63,0.90793,0.51507,0.98464,0.97358,0.9762,0.97985,0.7474,0.90947,0.4489,0.96579,0.000869246,0.000289749,0.000869246,0.000289749,0.000869246,0.000289749,0.000869246,0.000289749
114,1252.37,0.90521,0.52122,0.98858,0.9698,0.97536,0.97921,0.74303,0.91014,0.45111,0.9681,0.000847249,0.000282416,0.000847249,0.000282416,0.000847249,0.000282416,0.000847249,0.000282416
115,1263.23,0.9027,0.51198,0.99392,0.97056,0.97526,0.97805,0.74267,0.90678,0.45319,0.96695,0.000825251,0.000275084,0.000825251,0.000275084,0.000825251,0.000275084,0.000825251,0.000275084
116,1274.33,0.88798,0.50547,0.97562,0.97714,0.97403,0.97699,0.74552,0.9088,0.46001,0.96774,0.000803253,0.000267751,0.000803253,0.000267751,0.000803253,0.000267751,0.000803253,0.000267751
117,1285.64,0.89788,0.50628,0.98834,0.97127,0.97776,0.97591,0.73708,0.91496,0.45449,0.96958,0.000781255,0.000260418,0.000781255,0.000260418,0.000781255,0.000260418,0.000781255,0.000260418
118,1296.59,0.9045,0.51358,0.98862,0.97239,0.97776,0.97631,0.73978,0.9097,0.44981,0.96711,0.000759257,0.000253086,0.000759257,0.000253086,0.000759257,0.000253086,0.000759257,0.000253086
119,1307.26,0.89714,0.50542,0.99077,0.97658,0.97666,0.97636,0.74268,0.91351,0.44892,0.96858,0.00073726,0.000245753,0.00073726,0.000245753,0.00073726,0.000245753,0.00073726,0.000245753
120,1318.88,0.91003,0.50712,0.99152,0.97637,0.97685,0.97751,0.74377,0.91241,0.45012,0.96772,0.000715262,0.000238421,0.000715262,0.000238421,0.000715262,0.000238421,0.000715262,0.000238421
121,1330.32,0.8902,0.49766,0.98455,0.97189,0.97658,0.97761,0.74265,0.91427,0.45292,0.97155,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088,0.000693264,0.000231088
122,1341.89,0.88596,0.49995,0.9829,0.97186,0.97637,0.97869,0.74213,0.91123,0.45197,0.97206,0.000671266,0.000223755,0.000671266,0.000223755,0.000671266,0.000223755,0.000671266,0.000223755
123,1352.91,0.90198,0.50152,0.99274,0.97117,0.97526,0.97781,0.74603,0.90519,0.45149,0.97058,0.000649268,0.000216423,0.000649268,0.000216423,0.000649268,0.000216423,0.000649268,0.000216423
124,1363.62,0.8939,0.50665,0.986,0.9733,0.9761,0.97883,0.74524,0.90536,0.45162,0.9684,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909,0.000627271,0.00020909
125,1374.28,0.90018,0.50534,0.98988,0.97253,0.97566,0.97794,0.74846,0.90722,0.4485,0.97004,0.000605273,0.000201758,0.000605273,0.000201758,0.000605273,0.000201758,0.000605273,0.000201758
126,1384.92,0.91297,0.50791,0.98674,0.97183,0.97776,0.97906,0.74882,0.90809,0.44961,0.9697,0.000583275,0.000194425,0.000583275,0.000194425,0.000583275,0.000194425,0.000583275,0.000194425
127,1395.59,0.9037,0.51062,0.98228,0.97197,0.97776,0.97828,0.74648,0.90552,0.44942,0.96875,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092,0.000561277,0.000187092
128,1406.28,0.90332,0.50522,0.98533,0.97441,0.97693,0.97853,0.74259,0.91113,0.44963,0.96955,0.000539279,0.00017976,0.000539279,0.00017976,0.000539279,0.00017976,0.000539279,0.00017976
129,1416.97,0.88734,0.50175,0.98512,0.97014,0.97776,0.97714,0.73436,0.91944,0.45276,0.97175,0.000517282,0.000172427,0.000517282,0.000172427,0.000517282,0.000172427,0.000517282,0.000172427
130,1427.64,0.898,0.50776,0.98735,0.96974,0.97776,0.97649,0.73854,0.91264,0.44942,0.97123,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095,0.000495284,0.000165095
131,1438.28,0.88384,0.50187,0.98478,0.97069,0.97716,0.97718,0.73951,0.909,0.45089,0.97002,0.000473286,0.000157762,0.000473286,0.000157762,0.000473286,0.000157762,0.000473286,0.000157762
